Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Survey Type
,,States,Maryland,2016-17,0.5,71467,,Census
,,States,Massachusetts,2016-17,0.3,70109,,Census
,,States,Michigan,2016-17,0.2,118777,,Census
,,States,Minnesota,2016-17,0.2,69140,,Census
,,States,Mississippi,2016-17,0.1,40509,,Census
,,States,Missouri,2016-17,0.2,73355,,Census
,,States,Montana,2016-17,0.4,11956,,Census
,,States,Nebraska,2016-17,0.7,27117,,Census
,,States,Nevada,2016-17,0.1,36885,,Stratified 2-stage cluster sample
,,States,New Hampshire,2016-17,0.2,12145,,Census
,,States,New Jersey,2016-17,0.2,109577,,Census
,,States,New Mexico,2016-17,0.1,27119,,Stratified 2-stage cluster sample
,,States,New York,2016-17,0.2,227050,,Census
,,States,North Carolina,2016-17,0.1,126454,,Voluntary response
,,States,North Dakota,2016-17,0.2,9799,,Census
,,States,Ohio,2016-17,0.3,137542,,Census
,,States,Oklahoma,2016-17,0.2,52184,,Census
,,States,Oregon,2016-17,0.1,45705,,Census
,,States,Pennsylvania,2016-17,0.4,143888,,Voluntary response
,,National,United States,2016-17,0.3,,,NaN
,,States,Rhode Island,2016-17,0.2,11100,,Census
,,States,South Carolina,2016-17,0.1,59177,,Stratified 1-stage cluster sample
,,States,South Dakota,2016-17,0.2,12106,,Census
,,States,Tennessee,2016-17,0.1,78169,,Census
,,States,Texas,2016-17,0.2,389999,,Census
,,National,U.S. Median,2016-17,0.2,,,NaN
,,States,Utah,2016-17,0.2,49073,,Census
,,States,Vermont,2016-17,0.2,6344,,Census
,,States,Virginia,2016-17,0.2,102357,,Census
,,States,Washington,2016-17,0.9,87142,,Census
,,States,West Virginia,2016-17,0.3,28666,,Census (public). voluntary response (private)
,,States,Wisconsin,2016-17,0.3,67607,,Census
,,States,Wyoming,2016-17,NA,,,Not conducted
,,States,Alabama,2017-18,0.1,57245,,Census
,,States,Alaska,2017-18,0.8,9692,,Stratified 2-stage cluster sample
,,States,Arizona,2017-18,0.5,81710,,Census
,,States,Arkansas,2017-18,0.1,39630,,Census 
,,States,California,2017-18,0.7,574702,,Census
,,States,Colorado,2017-18,0.2,65718,,Census
,,States,Connecticut,2017-18,0.3,39174,,Census
,,States,Delaware,2017-18,0.1,10988,,Stratified 2-stage cluster sample
,,States,District of Columbia,2017-18,NA,,,Census
,,States,Florida,2017-18,0.5,222397,,Census
,,States,Georgia,2017-18,0.1,131459,,Census
,,States,Hawaii,2017-18,0.1,16325,,Stratified 2-stage cluster sample
,,States,Idaho,2017-18,0.4,22553,,Census
,,States,Illinois,2017-18,0.2,144858,,Census
,,States,Indiana,2017-18,0.2,84296,,Voluntary Response
,,States,Iowa,2017-18,0.2,39632,,Census
,,States,Kansas,2017-18,0.3,38484,,Stratified 2-stage cluster sample
,,States,Kentucky,2017-18,0.3,55152,,Census
,,States,Louisiana,2017-18,0.1,58277,,Census
,,States,Maine,2017-18,0.3,13255,,Census 
,,States,Maryland,2017-18,0.6,68528,,Census
,,States,Massachusetts,2017-18,0.3,63377,,Census
,,States,Michigan,2017-18,0.2,119028,,Census
,,States,Minnesota,2017-18,0.2,69807,,Census
,,States,Mississippi,2017-18,0.1,39284,,Census
,,States,Missouri,2017-18,0.2,73113,,Census
,,States,Montana,2017-18,0.4,12188,,Census
,,States,Nebraska,2017-18,0.7,26313,,Census
,,States,Nevada,2017-18,0.1,37178,,Stratified 2-stage cluster sample
,,States,New Hampshire,2017-18,0.2,12165,,Census
,,States,New Jersey,2017-18,0.2,107630,,Census
,,States,New Mexico,2017-18,0.2,26896,,Stratified 2-stage cluster sample
,,States,New York,2017-18,0.2,226456,,Census
,,States,North Carolina,2017-18,0.2,127197,,Census
,,States,North Dakota,2017-18,0.3,10365,,Census
,,States,Ohio,2017-18,0.2,138753,,Census
,,States,Oklahoma,2017-18,0.2,53898,,Census (public). voluntary response (private)
,,States,Oregon,2017-18,0.1,45818,,Census
,,States,Pennsylvania,2017-18,0.5,141571,,Voluntary response
,,National,United States,2017-18,0.3,,,NaN
,,States,Rhode Island,2017-18,0.1,11025,,Census
,,States,South Carolina,2017-18,0.2,58458,,Stratified 1-stage cluster sample
,,States,South Dakota,2017-18,0.2,12125,,Census
,,States,Tennessee,2017-18,0.1,78743,,Census
,,States,Texas,2017-18,0.2,387981,,Census
,,National,U.S. Median,2017-18,0.2,,,NaN
,,States,Utah,2017-18,0.2,48827,,Census
,,States,Vermont,2017-18,0.2,6255,,Census
,,States,Virginia,2017-18,0.4,100581,,Stratified 2-stage cluster sample
,,States,Washington,2017-18,0.7,85118,,Census
,,States,West Virginia,2017-18,0.2,19519,,Voluntary response
,,States,Wisconsin,2017-18,0.2,66178,,Stratified 2-stage cluster sample
,,States,Wyoming,2017-18,NA,,,Not conducted 
,,States,Alabama,2018-19,0.1,77739,,Census
,,States,Alaska,2018-19,0.5,10316,,Voluntary response
,,States,Arizona,2018-19,0.1,79981,,Census
,,States,California,2018-19,0.6,568947,,Census
,,States,Colorado,2018-19,0.2,64191,,Census
,,States,Connecticut,2018-19,0.2,38230,,Census
,,States,Delaware,2018-19,0.3,10798,,Stratified 2-stage cluster sample
,,States,District of Columbia,2018-19,NA,,,Census
,,States,Florida,2018-19,0.4,224641,,Census
,,States,Georgia,2018-19,0.1,131275,,Census
,,States,Hawaii,2018-19,0.1,16051,,Stratified 2-stage cluster sample
,,States,Idaho,2018-19,0.4,22995,,Census
,,States,Illinois,2018-19,0.2,143876,,Census
,,States,Indiana,2018-19,0.3,82324,,Census
,,States,Iowa,2018-19,0.2,40624,,Census
,,States,Kansas,2018-19,0.3,37838,,Stratified 2-stage cluster sample
,,States,Kentucky,2018-19,0.3,55587,,Census
,,States,Louisiana,2018-19,0.1,56203,,Census
,,States,Maine,2018-19,0.6,13419,,Census
,,States,Maryland,2018-19,0.4,71431,,Census
,,States,Massachusetts,2018-19,0.3,65279,,Census
,,States,Michigan,2018-19,0.2,118632,,Census
,,States,Minnesota,2018-19,0.2,70085,,Census
,,States,Mississippi,2018-19,0.1,37775,,Census
,,States,Missouri,2018-19,0.2,72687,,Census
,,States,Montana,2018-19,0.2,12480,,Census
,,States,Nebraska,2018-19,0.5,26925,,Census
,,States,Nevada,2018-19,0.2,37971,,Stratified 2-stage cluster sample
,,States,New Hampshire,2018-19,0.2,12421,,Census
,,States,New Jersey,2018-19,0.2,109161,,Census
,,States,New Mexico,2018-19,0.3,25269,,Census
,,States,New York,2018-19,0.1,220495,,Census
,,States,North Carolina,2018-19,0.1,124343,,Census (public). voluntary response (private)
,,States,North Dakota,2018-19,0.3,10382,,Census
,,States,Ohio,2018-19,0.2,139679,,Census (public). voluntary response (private)
,,States,Oklahoma,2018-19,0.1,54806,,Census (public). voluntary response (private)
,,States,Oregon,2018-19,0.1,45870,,Census
,,States,Pennsylvania,2018-19,0.4,143560,,Census (public). voluntary response (private)
,,National,United States,2018-19,0.3,,,NaN
,,States,Rhode Island,2018-19,0.1,10964,,Census
,,States,South Carolina,2018-19,0.2,58442,,Stratified 1-stage cluster sample
,,States,South Dakota,2018-19,0.2,12062,,Census
,,States,Tennessee,2018-19,0.2,78630,,Census
,,States,Texas,2018-19,0.2,390034,,Census
,,National,U.S. Median,2018-19,0.2,,,NaN
,,States,Utah,2018-19,0.2,50179,,Census
,,States,Vermont,2018-19,0.3,6126,,Census
,,States,Virginia,2018-19,0.3,100394,,Stratified 2-stage cluster sample
,,States,Washington,2018-19,0.8,87510,,Census
,,States,West Virginia,2018-19,0.8,19442,,Voluntary response
,,States,Wisconsin,2018-19,0.2,66344,,Stratified 2-stage cluster sample
,,States,Wyoming,2018-19,0.2,7734,,Census
,,States,Alabama,2019-20,0.1,59477,,Census
,,States,Alaska,2019-20,0.5,10381,,Voluntary response
,,States,Arizona,2019-20,0.2,83976,,Census (public). voluntary response (private)
,,States,Arkansas,2019-20,0.1,39510,,Census (public). voluntary response (private)
,,States,California,2019-20,0.8,566155,,Census
,,States,Colorado,2019-20,0.2,69088,,Census
,,States,Connecticut,2019-20,0.2,38888,,Census
,,States,Delaware,2019-20,,,,Not Conducted
,,States,District of Columbia,2019-20,NA,,,Not Conducted
,,States,Florida,2019-20,0.4,228298,,Census
,,States,Georgia,2019-20,0.1,130102,,Census
,,States,Hawaii,2019-20,0.2,15695,,Stratified 2-stage cluster sample
,,States,Idaho,2019-20,0.3,23301,,Census
,,States,Illinois,2019-20,0.3,145891,,Census
,,States,Indiana,2019-20,0.2,88253,,Voluntary response
,,States,Iowa,2019-20,0.2,40812,,Census
,,States,Kansas,2019-20,0.3,37865,,Stratified 2-stage cluster sample
,,States,Kentucky,2019-20,0.5,59233,,Census
,,States,Louisiana,2019-20,0.2,59685,,Census
,,States,Maine,2019-20,0.3,13450,,Census 
,,States,Maryland,2019-20,0.4,72443,,Census (public). voluntary response (private)
,,States,Massachusetts,2019-20,0.2,66756,,Census
,,States,Michigan,2019-20,0.2,120565,,Census
,,States,Minnesota,2019-20,0.2,71223,,Census
,,States,Mississippi,2019-20,0.2,37870,,Census
,,States,Missouri,2019-20,0.2,72324,,Census
,,States,Montana,2019-20,0.2,12501,,Census
,,States,Nebraska,2019-20,0.4,26893,,Census
,,States,Nevada,2019-20,0.5,37724,,Census
,,States,New Hampshire,2019-20,0.2,12447,,Census
,,States,New Jersey,2019-20,0.2,107900,,Census
,,States,New Mexico,2019-20,0.2,23087,,Census
,,States,New York,2019-20,0.1,234165,,Census
,,States,North Carolina,2019-20,0.1,124548,,Census
,,States,North Dakota,2019-20,0.3,10587,,Census
,,States,Ohio,2019-20,0.2,139103,,Census
,,States,Oklahoma,2019-20,0.1,55348,,Voluntary response
,,States,Oregon,2019-20,0.2,45959,,Census
,,States,Pennsylvania,2019-20,0.4,140197,,Census
,,National,United States,2019-20,0.3,,,NaN
,,States,Rhode Island,2019-20,0.2,11219,,Census
,,States,South Carolina,2019-20,0.2,65938,,Stratified 1-stage cluster sample
,,States,South Dakota,2019-20,0.1,12367,,Census
,,States,Tennessee,2019-20,0.1,80595,,Census
,,States,Texas,2019-20,0.2,398680,,Census
,,National,U.S. Median,2019-20,0.2,,,NaN
,,States,Utah,2019-20,0.1,49208,,Census
,,States,Vermont,2019-20,0.1,6293,,Census
,,States,Virginia,2019-20,0.3,99399,,Census
,,States,Washington,2019-20,0.7,87757,,Census
,,States,West Virginia,2019-20,0.1,17114,,Voluntary response
,,States,Wisconsin,2019-20,0.2,67391,,Census
,,States,Wyoming,2019-20,0.3,7913,,Census
,,States,Alabama,2020-21,0.1,56974,100,Census
,,States,Alaska,2020-21,0.2,9461,92.5,Census
,,States,Arizona,2020-21,0.1,76382,93.4,Census (public). voluntary response (private)
,,States,Arkansas,2020-21,0.1,37540,95.6,Census (public). voluntary response (private)
,,States,California,2020-21,0.5,498214,97.5,Census
,,States,Colorado,2020-21,0.2,63619,97.3,Census
,,States,Connecticut,2020-21,0.2,34396,100,Census
,,States,Delaware,2020-21,0.1,10587,9.2,Stratified 2-stage cluster sample
,,States,Florida,2020-21,0.4,207026,100,Census
,,States,Georgia,2020-21,0.1,83191,100,Census
,,States,Hawaii,2020-21,0.1,13074,9.3,Stratified 2-stage cluster sample
,,States,Idaho,2020-21,0.3,22677,98.3,Census
,,States,Illinois,2020-21,,,,Not Conducted
,,States,Indiana,2020-21,0.2,78694,71.4,Voluntary response
,,States,Iowa,2020-21,0.2,39141,100,Census
,,States,Kansas,2020-21,0.2,34687,32.7,Stratified 2-stage cluster sample
,,States,Kentucky,2020-21,0.2,59233,86.4,Census (public). voluntary response (private)
,,States,Louisiana,2020-21,0.1,61912,100,Census
,,States,Maine,2020-21,0.5,13477,85,Voluntary response (public). census (private)
,,States,Maryland,2020-21,0.2,65764,75.6,Census (public). voluntary response (private)
,,States,Massachusetts,2020-21,0.2,60724,100,Census
,,States,Michigan,2020-21,0.2,106657,100,Census
,,States,Minnesota,2020-21,0.1,66007,95.2,Census
,,States,Mississippi,2020-21,0.1,34028,100,Census
,,States,Missouri,2020-21,0.2,63093,100,Census
,,States,Montana,2020-21,0.2,11279,100,Census
,,States,Nebraska,2020-21,0.6,25681,94.8,Census (public). voluntary response (private)
,,States,Nevada,2020-21,0.8,34171,94.7,Census (public). voluntary response (private)
,,States,New Hampshire,2020-21,0.2,10242,57,Voluntary response
,,States,New Jersey,2020-21,0.1,100144,100,Census
,,States,New Mexico,2020-21,0.1,20589,100,Census
,,States,New York,2020-21,0.1,216804,91.5,Census (public). voluntary response (private)
,,States,NY-City of New York,2020-21,0.1,91920,94.2,Census (public). voluntary response (private)
,,States,North Carolina,2020-21,0.1,120995,89,Census (public). voluntary response (private)
,,States,North Dakota,2020-21,0.2,10116,99.1,Census
,,States,Ohio,2020-21,0.2,128535,91.1,Census (public). voluntary response (private)
,,States,Oklahoma,2020-21,0.2,52656,90,Census (public). voluntary response (private)
,,States,Oregon,2020-21,0.1,39568,100,Census
,,States,Pennsylvania,2020-21,0.3,129307,95,Census (public). voluntary response (private)
,,National,United States,2020-21,0.2,3520205,94.8,
,,States,Rhode Island,2020-21,0.1,10402,93,Census
,,States,South Carolina,2020-21,0.2,56330,26.5,Stratified 1-stage cluster sample
,,States,South Dakota,2020-21,0.1,11512,99.9,Census
,,States,Tennessee,2020-21,0.1,73819,100,Census
,,States,Texas,2020-21,0.2,377840,98.9,Census
,,States,TX-City of Houston,2020-21,0.2,39627,94.9,Census
,,National,U.S. Median,2020-21,0.2,3520205,94.8,
,,States,Utah,2020-21,0.1,46247,100,Census
,,States,Vermont,2020-21,0.1,5535,100,Census
,,States,Virginia,2020-21,0.2,88273,2,Stratified 2-stage cluster sample
,,States,Washington,2020-21,0.5,74931,100,Census
,,States,West Virginia,2020-21,,,,Not Conducted
,,States,Wisconsin,2020-21,0.2,63486,84.5,Voluntary response
,,States,Wyoming,2020-21,,6923,100,Census
,,States,Alabama,2021-22,0.2,60332,100,Census
,,States,Alaska,2021-22,0.5,9790,76.2,"Vol. response (pub.), not conducted (pvt.)"
,,States,Arizona,2021-22,0.4,83463,97,Census
,,States,Arkansas,2021-22,0,39358,96.3,"Census (pub.), vol. response (pvt.)"
,,States,California,2021-22,0.2,512144,98.4,Census
,,States,Colorado,2021-22,0.1,66900,97.5,Census
,,States,Connecticut,2021-22,0.3,35451,100,Census
,,States,Delaware,2021-22,0.1,11181,9.5,Stratified 2-stage cluster sample
,,States,District of Columbia,2021-22,0,8959,100,Census
,,States,Florida,2021-22,0.4,229432,97.8,Census
,,States,Georgia,2021-22,0.2,118742,100,Census
,,States,Hawaii,2021-22,0.1,13368,6.7,Stratified 2-stage cluster sample
,,States,Idaho,2021-22,0.5,23854,99.6,Census
,,States,Indiana,2021-22,0.2,83198,75.1,Vol. response
,,States,Iowa,2021-22,0.1,40111,100,Census
,,States,Kansas,2021-22,0.2,36526,79.4,Census
,,States,Kentucky,2021-22,0.2,59233,91.5,Census
,,States,Louisiana,2021-22,0,66518,100,Census
,,States,Maine,2021-22,1.5,12881,91.6,Census
,,States,Maryland,2021-22,0.5,53866,98.4,Census
,,States,Massachusetts,2021-22,0.2,65582,100,Census
,,States,Michigan,2021-22,0.2,114251,100,Census
,,States,Minnesota,2021-22,0.1,69403,98.7,Census
,,States,Mississippi,2021-22,0.1,36524,100,Census
,,States,Missouri,2021-22,0.2,71034,100,Census
,,States,Nebraska,2021-22,0.3,25018,99.5,Census
,,States,Nevada,2021-22,0.4,36855,99.2,"Census (pub.), vol. response (pvt.)"
,,States,New Hampshire,2021-22,0.2,12157,100,Census
,,States,New Jersey,2021-22,0.1,104240,100,Census
,,States,New Mexico,2021-22,0.3,20736,100,Census
,,States,New York,2021-22,0.1,195377,99.3,Census
,,States,NY-City of New York,2021-22,0.1,82938,99.8,Census
,,States,North Carolina,2021-22,0.1,118191,78.5,Vol. response
,,States,North Dakota,2021-22,0.3,10755,96.6,Census
,,States,Ohio,2021-22,0.2,139077,91.9,"Census (pub.), vol. response (pvt.)"
,,States,Oklahoma,2021-22,0.2,54042,84.3,Vol. response
,,States,Oregon,2021-22,0.1,41538,100,Census
,,States,Pennsylvania,2021-22,0.3,139558,94.9,"Census (pub.), vol. response (pvt.)"
,,National,United States,2021-22,0.2,3835130,96.1,
,,States,Rhode Island,2021-22,0.1,11002,96.9,Census
,,States,South Carolina,2021-22,0.2,58276,100,Census
,,States,South Dakota,2021-22,0.1,12251,100,Census
,,States,Tennessee,2021-22,0.1,79120,100,Census
,,States,Texas,2021-22,0.2,389037,99.3,Census
,,States,TX-City of Houston,2021-22,0.1,40123,99.3,Census
,,National,U.S. Median,2021-22,0.2,3835130,96.1,
,,States,Utah,2021-22,0.3,48995,100,Census
,,States,Vermont,2021-22,0.1,6126,100,Census
,,States,Virginia,2021-22,0.3,95996,96.1,Census
,,States,Washington,2021-22,0.5,87256,97.3,"Census (pub.), vol. response (pvt.)"
,,States,West Virginia,2021-22,0.1,18070,85.5,Vol. response
,,States,Wisconsin,2021-22,0.3,64275,96.8,"Census (pub.), vol. response (pvt.)"
,,States,Wyoming,2021-22,0.2,7382,100,Census
Exemption,Non-Medical Exemption,States,Alabama,2009-10,0.4,75358,,Census
Exemption,Non-Medical Exemption,States,Alaska,2009-10,3.8,9641,,Voluntary response
Exemption,Non-Medical Exemption,States,Arizona,2009-10,2.8,89287,,Census
Exemption,Non-Medical Exemption,States,Arkansas,2009-10,0.5,34733,,Census
Exemption,Non-Medical Exemption,States,California,2009-10,2,507191,,Census
Exemption,Non-Medical Exemption,States,Colorado,2009-10,NA,,,Not conducted
Exemption,Non-Medical Exemption,States,Connecticut,2009-10,0.8,46158,,Census
Exemption,Non-Medical Exemption,States,Delaware,2009-10,0.6,11327,,Random sample
Exemption,Non-Medical Exemption,States,District of Columbia,2009-10,0.3,6092,,Census
Exemption,Non-Medical Exemption,States,Florida,2009-10,1,218630,,Census
Exemption,Non-Medical Exemption,States,Georgia,2009-10,1,141949,,Random sample
Exemption,Non-Medical Exemption,States,Hawaii,2009-10,3.5,18427,,Random sample
Exemption,Non-Medical Exemption,States,Idaho,2009-10,3.5,22624,,Census
Exemption,Non-Medical Exemption,States,Illinois,2009-10,NA,165845,,Census
Exemption,Non-Medical Exemption,States,Indiana,2009-10,0.8,84390,,Census
Exemption,Non-Medical Exemption,States,Iowa,2009-10,0.8,42698,,Census
Exemption,Non-Medical Exemption,States,Kansas,2009-10,0.8,39073,,Census
Exemption,Non-Medical Exemption,States,Kentucky,2009-10,0.3,56526,,Census
Exemption,Non-Medical Exemption,States,Louisiana,2009-10,0.5,53846,,Census
Exemption,Non-Medical Exemption,States,Maine,2009-10,3,14162,,Voluntary response
Exemption,Non-Medical Exemption,States,Maryland,2009-10,0.5,75061,,Voluntary response
Exemption,Non-Medical Exemption,States,Massachusetts,2009-10,0.7,74476,,Census
Exemption,Non-Medical Exemption,States,Michigan,2009-10,3.8,129810,,Census
Exemption,Non-Medical Exemption,States,Minnesota,2009-10,NA,70653,,Not conducted
Exemption,Non-Medical Exemption,States,Mississippi,2009-10,NA,46922,,Census
Exemption,Non-Medical Exemption,States,Missouri,2009-10,NA,75958,,Random sample
Exemption,Non-Medical Exemption,States,Montana,2009-10,2.2,12335,,Census
Exemption,Non-Medical Exemption,States,Nebraska,2009-10,2.8,29607,,Census
Exemption,Non-Medical Exemption,States,Nevada,2009-10,1,35209,,Random sample
Exemption,Non-Medical Exemption,States,New Hampshire,2009-10,NA,,,Not conducted
Exemption,Non-Medical Exemption,States,New Jersey,2009-10,0.8,118347,,Census
Exemption,Non-Medical Exemption,States,New Mexico,2009-10,0.7,26318,,Random sample
Exemption,Non-Medical Exemption,States,New York,2009-10,0.5,229273,,Census
Exemption,Non-Medical Exemption,States,North Carolina,2009-10,0.7,116087,,Census
Exemption,Non-Medical Exemption,States,North Dakota,2009-10,0.8,8323,,Random sample
Exemption,Non-Medical Exemption,States,Ohio,2009-10,1.2,131137,,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2009-10,0.9,51128,,Voluntary response
Exemption,Non-Medical Exemption,States,Oregon,2009-10,5.2,44676,,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2009-10,2,149656,,Census
Exemption,Non-Medical Exemption,National,United States,2009-10,1.5,,,NaN
Exemption,Non-Medical Exemption,States,Rhode Island,2009-10,0.2,11818,,Random sample
Exemption,Non-Medical Exemption,States,South Carolina,2009-10,0.6,53725,,Random sample
Exemption,Non-Medical Exemption,States,South Dakota,2009-10,0.7,11499,,Census
Exemption,Non-Medical Exemption,States,Tennessee,2009-10,0.5,90811,,Voluntary response
Exemption,Non-Medical Exemption,States,Texas,2009-10,0.8,381425,,Census
Exemption,Non-Medical Exemption,National,U.S. Median,2009-10,0.8,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2009-10,3.6,49957,,Census
Exemption,Non-Medical Exemption,States,Vermont,2009-10,5.3,6713,,Census
Exemption,Non-Medical Exemption,States,Virginia,2009-10,0.7,100891,,Random sample
Exemption,Non-Medical Exemption,States,Washington,2009-10,5.7,81511,,Census
Exemption,Non-Medical Exemption,States,West Virginia,2009-10,NA,22730,,Voluntary response
Exemption,Non-Medical Exemption,States,Wisconsin,2009-10,3.1,61095,,Random sample
Exemption,Non-Medical Exemption,States,Wyoming,2009-10,NA,,,Not conducted
Exemption,Non-Medical Exemption,States,Alabama,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Alaska,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Arizona,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Arkansas,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,California,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Colorado,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Connecticut,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Delaware,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,District of Columbia,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Florida,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Georgia,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Hawaii,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Idaho,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Illinois,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Indiana,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Iowa,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Kansas,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Kentucky,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Louisiana,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Maine,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Maryland,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Massachusetts,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Michigan,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Minnesota,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Mississippi,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Missouri,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Montana,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Nebraska,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Nevada,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,New Hampshire,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,New Jersey,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,New Mexico,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,New York,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,North Carolina,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,North Dakota,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Ohio,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Oklahoma,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Oregon,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Pennsylvania,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Rhode Island,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,South Carolina,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,South Dakota,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Tennessee,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Texas,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,National,U.S. Median,2010-11,NA,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Vermont,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Virginia,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Washington,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,West Virginia,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Wisconsin,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Wyoming,2010-11,NA,,,NA
Exemption,Non-Medical Exemption,States,Alabama,2011-12,0.5,73190,,Census
Exemption,Non-Medical Exemption,States,Alaska,2011-12,5.7,10286,,Non-random Cluster Sample
Exemption,Non-Medical Exemption,States,Arizona,2011-12,3.5,88293,,Census
Exemption,Non-Medical Exemption,States,Arkansas,2011-12,0.8,38754,,Census
Exemption,Non-Medical Exemption,States,California,2011-12,2.4,542544,,Census
Exemption,Non-Medical Exemption,States,Colorado,2011-12,NA,70142,,Simple Random Sample
Exemption,Non-Medical Exemption,States,Connecticut,2011-12,1,45695,,Census
Exemption,Non-Medical Exemption,States,Delaware,2011-12,0.4,11327,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,District of Columbia,2011-12,0.8,6854,,Census
Exemption,Non-Medical Exemption,States,Florida,2011-12,1.2,225532,,Census
Exemption,Non-Medical Exemption,States,Georgia,2011-12,1.2,143065,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Hawaii,2011-12,3.8,19443,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Idaho,2011-12,5.1,22762,,Census
Exemption,Non-Medical Exemption,States,Illinois,2011-12,4.5,163311,,Census
Exemption,Non-Medical Exemption,States,Indiana,2011-12,0.9,83416,,Voluntary Response
Exemption,Non-Medical Exemption,States,Iowa,2011-12,1,40978,,Census
Exemption,Non-Medical Exemption,States,Kansas,2011-12,0.9,38402,,Census
Exemption,Non-Medical Exemption,States,Kentucky,2011-12,0.4,58185,,Census
Exemption,Non-Medical Exemption,States,Louisiana,2011-12,0.6,69013,,Census
Exemption,Non-Medical Exemption,States,Maine,2011-12,3.5,13829,,Census
Exemption,Non-Medical Exemption,States,Maryland,2011-12,0.6,72957,,Voluntary Response
Exemption,Non-Medical Exemption,States,Massachusetts,2011-12,1,79551,,Census
Exemption,Non-Medical Exemption,States,Michigan,2011-12,4.9,124962,,Census
Exemption,Non-Medical Exemption,States,Minnesota,2011-12,1.5,71213,,Census
Exemption,Non-Medical Exemption,States,Mississippi,2011-12,NA,44912,,Census
Exemption,Non-Medical Exemption,States,Missouri,2011-12,1.8,75240,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Montana,2011-12,2.6,12128,,Census
Exemption,Non-Medical Exemption,States,Nebraska,2011-12,1,26715,,Census
Exemption,Non-Medical Exemption,States,Nevada,2011-12,1.5,36557,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New Hampshire,2011-12,1.9,13022,,Census
Exemption,Non-Medical Exemption,States,New Jersey,2011-12,1.1,118669,,Census
Exemption,Non-Medical Exemption,States,New Mexico,2011-12,2,29159,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New York,2011-12,0.5,236016,,Census
