Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),Population Size
Pneumococcal,States,New Hampshire,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80,10
Pneumococcal,States,New Jersey,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73,333
Pneumococcal,States,New Mexico,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",71.7,914
Pneumococcal,States,New York,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.1,331
Pneumococcal,States,North Carolina,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",77.2,465
Pneumococcal,States,North Dakota,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.4,242
Pneumococcal,States,Ohio,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",67.6,102
Pneumococcal,States,Oklahoma,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",82.2,1427
Pneumococcal,States,Oregon,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.1,122
Pneumococcal,States,Pennsylvania,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.6,144
Pneumococcal,HHS Regions/National,United States,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",77.3,12633
Pneumococcal,HHS Regions/National,Region 1,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 2,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 3,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 4,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 5,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 6,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 7,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 8,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 9,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,States,Rhode Island,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.8,38
Pneumococcal,States,South Carolina,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",90.3,31
Pneumococcal,States,South Dakota,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",89.6,480
Pneumococcal,States,Tennessee,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.5,41
Pneumococcal,States,Texas,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.3,217
Pneumococcal,HHS Regions/National,Region 10,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,States,Utah,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81.3,176
Pneumococcal,States,Vermont,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",90,10
Pneumococcal,States,Virginia,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",75.8,66
Pneumococcal,States,Washington,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.5,368
Pneumococcal,States,West Virginia,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",50,20
Pneumococcal,States,Wisconsin,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87,332
Pneumococcal,States,Wyoming,2008,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",79.4,68
Pneumococcal,States,Alabama,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",70.5,44
Pneumococcal,States,Alaska,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",93.6,251
Pneumococcal,States,Arizona,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",76.7,1836
Pneumococcal,States,Arkansas,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87.8,49
Pneumococcal,States,California,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",72.6,1551
Pneumococcal,States,Colorado,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",84.5,142
Pneumococcal,States,Connecticut,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",76.5,85
Pneumococcal,States,Delaware,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.3,15
Pneumococcal,States,District of Columbia,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",,
Pneumococcal,States,Florida,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",61.2,232
Pneumococcal,States,Georgia,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80,55
Pneumococcal,States,Hawaii,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.7,15
Pneumococcal,States,Idaho,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",89.1,101
Pneumococcal,States,Illinois,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",63.5,197
Pneumococcal,States,Indiana,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.3,69
Pneumococcal,States,Iowa,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",88.1,67
Pneumococcal,States,Kansas,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",84.5,103
Pneumococcal,States,Kentucky,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",57.1,35
Pneumococcal,States,Louisiana,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81.5,92
Pneumococcal,States,Maine,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.7,15
Pneumococcal,States,Maryland,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",67.5,117
Pneumococcal,States,Massachusetts,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.7,141
Pneumococcal,States,Michigan,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.5,190
Pneumococcal,States,Minnesota,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",88.4,482
Pneumococcal,States,Mississippi,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",92.9,56
Pneumococcal,States,Missouri,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",84.1,132
Pneumococcal,States,Montana,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87.3,410
Pneumococcal,States,Nebraska,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.5,158
Pneumococcal,States,Nevada,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",67.5,83
Pneumococcal,States,New Hampshire,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",50,10
Pneumococcal,States,New Jersey,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",75.9,323
Pneumococcal,States,New Mexico,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.6,967
Pneumococcal,States,New York,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",84.1,421
Pneumococcal,States,North Carolina,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.1,477
Pneumococcal,States,North Dakota,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81.9,260
Pneumococcal,States,Ohio,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",71.2,104
Pneumococcal,States,Oklahoma,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",85,1423
Pneumococcal,States,Oregon,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81,121
Pneumococcal,States,Pennsylvania,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.4,134
Pneumococcal,HHS Regions/National,United States,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.2,12888
Pneumococcal,HHS Regions/National,Region 1,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 2,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 3,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 4,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 5,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 6,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 7,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 8,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 9,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,States,Rhode Island,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",85,40
Pneumococcal,States,South Carolina,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",93.1,29
Pneumococcal,States,South Dakota,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",90.9,482
Pneumococcal,States,Tennessee,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",76.9,52
Pneumococcal,States,Texas,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.2,238
Pneumococcal,HHS Regions/National,Region 10,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,States,Utah,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81.7,180
Pneumococcal,States,Vermont,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80,10
Pneumococcal,States,Virginia,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",76.6,64
Pneumococcal,States,Washington,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.5,412
Pneumococcal,States,West Virginia,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",50,14
Pneumococcal,States,Wisconsin,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",88.2,347
Pneumococcal,States,Wyoming,2009,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",77.4,53
Pneumococcal,States,Alabama,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",53.8,39
Pneumococcal,States,Alaska,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",93,229
Pneumococcal,States,Arizona,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.8,1945
Pneumococcal,States,Arkansas,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81.6,38
Pneumococcal,States,California,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",71,1360
Pneumococcal,States,Colorado,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",82.4,142
Pneumococcal,States,Connecticut,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.6,67
Pneumococcal,States,Delaware,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80,10
Pneumococcal,States,District of Columbia,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",,
Pneumococcal,States,Florida,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",58,188
Pneumococcal,States,Georgia,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",57.7,52
Pneumococcal,States,Hawaii,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",72.7,11
Pneumococcal,States,Idaho,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.9,124
Pneumococcal,States,Illinois,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",62.3,154
Pneumococcal,States,Indiana,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",75.8,62
Pneumococcal,States,Iowa,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",94.4,54
Pneumococcal,States,Kansas,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.3,90
Pneumococcal,States,Kentucky,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.3,12
Pneumococcal,States,Louisiana,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",75.8,66
Pneumococcal,States,Maine,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",52.6,19
Pneumococcal,States,Maryland,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",65.7,99
Pneumococcal,States,Massachusetts,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81.7,104
Pneumococcal,States,Michigan,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",82.7,168
Pneumococcal,States,Minnesota,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87,455
Pneumococcal,States,Mississippi,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",94.1,51
Pneumococcal,States,Missouri,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.4,107
Pneumococcal,States,Montana,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",85.9,417
Pneumococcal,States,Nebraska,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87.7,146
Pneumococcal,States,Nevada,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",68.4,76
Pneumococcal,States,New Hampshire,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",66.7,6
Pneumococcal,States,New Jersey,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.1,171
Pneumococcal,States,New Mexico,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",77.7,1003
Pneumococcal,States,New York,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.4,358
Pneumococcal,States,North Carolina,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.5,432
Pneumococcal,States,North Dakota,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",85.2,291
Pneumococcal,States,Ohio,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.5,196
Pneumococcal,States,Oklahoma,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",85,1293
Pneumococcal,States,Oregon,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.2,106
Pneumococcal,States,Pennsylvania,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",85.7,112
Pneumococcal,HHS Regions/National,United States,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.1,12137
Pneumococcal,HHS Regions/National,Region 1,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 2,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 3,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 4,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 5,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 6,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 7,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 8,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 9,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,States,Rhode Island,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87.5,32
Pneumococcal,States,South Carolina,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87.5,40
Pneumococcal,States,South Dakota,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",92.5,483
Pneumococcal,States,Tennessee,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",66.7,27
Pneumococcal,States,Texas,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.7,233
Pneumococcal,HHS Regions/National,Region 10,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,States,Utah,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.4,154
Pneumococcal,States,Vermont,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",70,10
Pneumococcal,States,Virginia,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.1,59
Pneumococcal,States,Washington,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81,420
Pneumococcal,States,West Virginia,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.3,12
Pneumococcal,States,Wisconsin,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",90,339
Pneumococcal,States,Wyoming,2010,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81.9,72
Pneumococcal,States,Alabama,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",63.3,30
Pneumococcal,States,Alaska,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",94,232
Pneumococcal,States,Arizona,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",79.8,1947
Pneumococcal,States,Arkansas,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80,30
Pneumococcal,States,California,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",72.4,678
Pneumococcal,States,Colorado,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",82.8,128
Pneumococcal,States,Connecticut,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.3,46
Pneumococcal,States,Delaware,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",72.2,18
Pneumococcal,States,District of Columbia,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",60,5
Pneumococcal,States,Florida,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",58.9,112
Pneumococcal,States,Georgia,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",77.3,22
Pneumococcal,States,Hawaii,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",,
Pneumococcal,States,Idaho,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.5,113
Pneumococcal,States,Illinois,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.1,119
Pneumococcal,States,Indiana,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",75,52
Pneumococcal,States,Iowa,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",91.7,48
Pneumococcal,States,Kansas,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.3,72
Pneumococcal,States,Kentucky,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",70.6,17
Pneumococcal,States,Louisiana,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87.9,33
Pneumococcal,States,Maine,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",50,20
Pneumococcal,States,Maryland,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",70.3,64
Pneumococcal,States,Massachusetts,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.8,66
Pneumococcal,States,Michigan,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",79.6,181
Pneumococcal,States,Minnesota,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",84.9,463
Pneumococcal,States,Mississippi,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",93.9,49
Pneumococcal,States,Missouri,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.7,86
Pneumococcal,States,Montana,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.2,428
Pneumococcal,States,Nebraska,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",85.5,145
Pneumococcal,States,Nevada,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",71.8,71
Pneumococcal,States,New Hampshire,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",66.7,6
Pneumococcal,States,New Jersey,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",79.6,98
Pneumococcal,States,New Mexico,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",75.2,1017
Pneumococcal,States,New York,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",71.9,480
Pneumococcal,States,North Carolina,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81,490
Pneumococcal,States,North Dakota,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",84.8,263
Pneumococcal,States,Ohio,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",63.5,85
Pneumococcal,States,Oklahoma,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.5,1271
Pneumococcal,States,Oregon,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",72.6,95
Pneumococcal,States,Pennsylvania,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.7,88
Pneumococcal,HHS Regions/National,United States,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.1,11052
Pneumococcal,HHS Regions/National,Region 1,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 2,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 3,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 4,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 5,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 6,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 7,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 8,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 9,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,States,Rhode Island,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",82.5,40
Pneumococcal,States,South Carolina,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.4,74
Pneumococcal,States,South Dakota,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",90.9,481
Pneumococcal,States,Tennessee,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80,25
Pneumococcal,States,Texas,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.9,203
Pneumococcal,HHS Regions/National,Region 10,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,States,Utah,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.5,156
Pneumococcal,States,Vermont,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",100,5
Pneumococcal,States,Virginia,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",66.7,78
Pneumococcal,States,Washington,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.6,386
Pneumococcal,States,West Virginia,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",50,12
Pneumococcal,States,Wisconsin,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",85.5,338
Pneumococcal,States,Wyoming,2011,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",92.7,82
Pneumococcal,States,Alabama,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",66.7,36
Pneumococcal,States,Alaska,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",91,223
Pneumococcal,States,Arizona,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.9,1986
Pneumococcal,States,Arkansas,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",88.9,27
Pneumococcal,States,California,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",72.6,786
