Vaccine,Geography Type,Geography,Season,Personnel Type,Estimate (%),95% CI (%),Sample Size
Seasonal Influenza,States,Hawaii,2018-19,Licensed Independent Practitioners,81.2,,"3,128"
Seasonal Influenza,States,Idaho,2018-19,Licensed Independent Practitioners,87.1,,"5,125"
Seasonal Influenza,States,Illinois,2018-19,Licensed Independent Practitioners,73.5,,"45,735"
Seasonal Influenza,States,Indiana,2018-19,Licensed Independent Practitioners,81.1,,"35,501"
Seasonal Influenza,States,Iowa,2018-19,Licensed Independent Practitioners,86,,"8,491"
Seasonal Influenza,States,Kansas,2018-19,Licensed Independent Practitioners,89.9,,"10,043"
Seasonal Influenza,States,Kentucky,2018-19,Licensed Independent Practitioners,67.6,,"11,267"
Seasonal Influenza,States,Louisiana,2018-19,Licensed Independent Practitioners,76,,"21,547"
Seasonal Influenza,States,Maine,2018-19,Licensed Independent Practitioners,69.1,,"2,210"
Seasonal Influenza,States,Maryland,2018-19,Licensed Independent Practitioners,94.2,,"16,131"
Seasonal Influenza,States,Massachusetts,2018-19,Licensed Independent Practitioners,92.4,,"34,707"
Seasonal Influenza,States,Michigan,2018-19,Licensed Independent Practitioners,81.3,,"28,673"
Seasonal Influenza,States,Minnesota,2018-19,Licensed Independent Practitioners,79.1,,"17,943"
Seasonal Influenza,States,Mississippi,2018-19,Licensed Independent Practitioners,67.9,,"6,901"
Seasonal Influenza,States,Missouri,2018-19,Licensed Independent Practitioners,87.5,,"26,543"
Seasonal Influenza,States,Montana,2018-19,Licensed Independent Practitioners,73.1,,"2,127"
Seasonal Influenza,States,Nebraska,2018-19,Licensed Independent Practitioners,87.8,,"8,239"
Seasonal Influenza,States,Nevada,2018-19,Licensed Independent Practitioners,55,,"12,934"
Seasonal Influenza,States,New Hampshire,2018-19,Licensed Independent Practitioners,90.9,,"3,433"
Seasonal Influenza,States,New Jersey,2018-19,Licensed Independent Practitioners,69.2,,"39,203"
Seasonal Influenza,States,New Mexico,2018-19,Licensed Independent Practitioners,57.9,,"4,834"
Seasonal Influenza,States,New York,2018-19,Licensed Independent Practitioners,78.9,,"68,426"
Seasonal Influenza,States,North Carolina,2018-19,Licensed Independent Practitioners,91.1,,"33,794"
Seasonal Influenza,States,North Dakota,2018-19,Licensed Independent Practitioners,86.3,,"1,488"
Seasonal Influenza,States,Ohio,2018-19,Licensed Independent Practitioners,56.3,,"44,066"
Seasonal Influenza,States,Oklahoma,2018-19,Licensed Independent Practitioners,86,,"15,220"
Seasonal Influenza,States,Oregon,2018-19,Licensed Independent Practitioners,85,,"8,696"
Seasonal Influenza,States,Pennsylvania,2018-19,Licensed Independent Practitioners,88.5,,"64,890"
Seasonal Influenza,National,United States,2018-19,Licensed Independent Practitioners,77.1,,"1,222,090"
Seasonal Influenza,States,Rhode Island,2018-19,Licensed Independent Practitioners,96.1,,"6,290"
Seasonal Influenza,States,South Carolina,2018-19,Licensed Independent Practitioners,74.9,,"12,735"
Seasonal Influenza,States,South Dakota,2018-19,Licensed Independent Practitioners,89.9,,"2,546"
Seasonal Influenza,States,Tennessee,2018-19,Licensed Independent Practitioners,74.8,,"23,713"
Seasonal Influenza,States,Texas,2018-19,Licensed Independent Practitioners,70.4,,"123,029"
Seasonal Influenza,States,Utah,2018-19,Licensed Independent Practitioners,88.1,,"15,379"
Seasonal Influenza,States,Vermont,2018-19,Licensed Independent Practitioners,76.2,,990
Seasonal Influenza,States,Virginia,2018-19,Licensed Independent Practitioners,75.2,,"27,782"
Seasonal Influenza,States,Washington,2018-19,Licensed Independent Practitioners,88.7,,"29,428"
Seasonal Influenza,States,West Virginia,2018-19,Licensed Independent Practitioners,80.6,,"6,865"
Seasonal Influenza,States,Wisconsin,2018-19,Licensed Independent Practitioners,93.2,,"26,322"
Seasonal Influenza,States,Wyoming,2018-19,Licensed Independent Practitioners,84.2,,"1,414"
Seasonal Influenza,States,Alabama,2020-21,Licensed Independent Practitioners,67.5,,"11,944"
Seasonal Influenza,States,Alaska,2020-21,Licensed Independent Practitioners,34.6,,"3,278"
Seasonal Influenza,States,Arizona,2020-21,Licensed Independent Practitioners,82.2,,"34,759"
Seasonal Influenza,States,Arkansas,2020-21,Licensed Independent Practitioners,87.3,,"11,447"
Seasonal Influenza,States,California,2020-21,Licensed Independent Practitioners,76.3,,"141,390"
Seasonal Influenza,States,Colorado,2020-21,Licensed Independent Practitioners,96.1,,"40,174"
Seasonal Influenza,States,Connecticut,2020-21,Licensed Independent Practitioners,67.9,,"11,539"
Seasonal Influenza,States,Delaware,2020-21,Licensed Independent Practitioners,77.2,,"1,607"
Seasonal Influenza,States,District of Columbia,2020-21,Licensed Independent Practitioners,93.1,,"2,102"
Seasonal Influenza,States,Florida,2020-21,Licensed Independent Practitioners,45.2,,"86,769"
Seasonal Influenza,States,Georgia,2020-21,Licensed Independent Practitioners,68.2,,"38,311"
Seasonal Influenza,States,Hawaii,2020-21,Licensed Independent Practitioners,76.5,,"3,439"
Seasonal Influenza,States,Idaho,2020-21,Licensed Independent Practitioners,79.8,,"5,401"
Seasonal Influenza,States,Illinois,2020-21,Licensed Independent Practitioners,72.9,,"42,388"
Seasonal Influenza,States,Indiana,2020-21,Licensed Independent Practitioners,72.1,,"48,751"
Seasonal Influenza,States,Iowa,2020-21,Licensed Independent Practitioners,90.9,,"8,489"
Seasonal Influenza,States,Kansas,2020-21,Licensed Independent Practitioners,82.3,,"10,270"
Seasonal Influenza,States,Kentucky,2020-21,Licensed Independent Practitioners,60.6,,"17,422"
Seasonal Influenza,States,Louisiana,2020-21,Licensed Independent Practitioners,58.5,,"19,986"
Seasonal Influenza,States,Maine,2020-21,Licensed Independent Practitioners,74.2,,"1,360"
Seasonal Influenza,States,Maryland,2020-21,Licensed Independent Practitioners,92.2,,"16,899"
Seasonal Influenza,States,Massachusetts,2020-21,Licensed Independent Practitioners,96.8,,"34,737"
Seasonal Influenza,States,Michigan,2020-21,Licensed Independent Practitioners,75.9,,"26,904"
Seasonal Influenza,States,Minnesota,2020-21,Licensed Independent Practitioners,82.6,,"15,595"
Seasonal Influenza,States,Mississippi,2020-21,Licensed Independent Practitioners,59.3,,"6,628"
Seasonal Influenza,States,Missouri,2020-21,Licensed Independent Practitioners,86.6,,"22,920"
Seasonal Influenza,States,Montana,2020-21,Licensed Independent Practitioners,61.2,,"2,263"
Seasonal Influenza,States,Nebraska,2020-21,Licensed Independent Practitioners,84.3,,"8,199"
Seasonal Influenza,States,Nevada,2020-21,Licensed Independent Practitioners,44.9,,"12,685"
Seasonal Influenza,States,New Hampshire,2020-21,Licensed Independent Practitioners,87.6,,"3,652"
Seasonal Influenza,States,New Jersey,2020-21,Licensed Independent Practitioners,69.2,,"38,226"
Seasonal Influenza,States,New Mexico,2020-21,Licensed Independent Practitioners,64.5,,"5,073"
Seasonal Influenza,States,New York,2020-21,Licensed Independent Practitioners,74.2,,"64,185"
Seasonal Influenza,States,North Carolina,2020-21,Licensed Independent Practitioners,90.3,,"35,975"
Seasonal Influenza,States,North Dakota,2020-21,Licensed Independent Practitioners,85.7,,"1,205"
Seasonal Influenza,States,Ohio,2020-21,Licensed Independent Practitioners,51.1,,"43,343"
Seasonal Influenza,States,Oklahoma,2020-21,Licensed Independent Practitioners,86.3,,"13,790"
Seasonal Influenza,States,Oregon,2020-21,Licensed Independent Practitioners,73,,"8,441"
Seasonal Influenza,States,Pennsylvania,2020-21,Licensed Independent Practitioners,88.6,,"51,059"
Seasonal Influenza,National,United States,2020-21,Licensed Independent Practitioners,74.2,,"1,226,674"
Seasonal Influenza,States,Rhode Island,2020-21,Licensed Independent Practitioners,87.6,,"6,536"
Seasonal Influenza,States,South Carolina,2020-21,Licensed Independent Practitioners,83.9,,"9,870"
Seasonal Influenza,States,South Dakota,2020-21,Licensed Independent Practitioners,88.7,,"2,627"
Seasonal Influenza,States,Tennessee,2020-21,Licensed Independent Practitioners,80.2,,"25,209"
Seasonal Influenza,States,Texas,2020-21,Licensed Independent Practitioners,69.7,,"117,285"
Seasonal Influenza,States,Utah,2020-21,Licensed Independent Practitioners,90.7,,"17,622"
Seasonal Influenza,States,Vermont,2020-21,Licensed Independent Practitioners,90.6,,625
Seasonal Influenza,States,Virginia,2020-21,Licensed Independent Practitioners,66.1,,"27,236"
Seasonal Influenza,States,Washington,2020-21,Licensed Independent Practitioners,76.2,,"29,824"
Seasonal Influenza,States,West Virginia,2020-21,Licensed Independent Practitioners,78.4,,"7,361"
Seasonal Influenza,States,Wisconsin,2020-21,Licensed Independent Practitioners,86.2,,"28,369"
Seasonal Influenza,States,Wyoming,2020-21,Licensed Independent Practitioners,86.9,,"1,505"
Seasonal Influenza,States,Alabama,2013-14,Adult Students/Trainees and Volunteers,78.6,,"17,230"
Seasonal Influenza,States,Alaska,2013-14,Adult Students/Trainees and Volunteers,53.1,,"1,354"
Seasonal Influenza,States,Arizona,2013-14,Adult Students/Trainees and Volunteers,70.6,,"15,759"
Seasonal Influenza,States,Arkansas,2013-14,Adult Students/Trainees and Volunteers,78.1,,"13,444"
Seasonal Influenza,States,California,2013-14,Adult Students/Trainees and Volunteers,79.1,,"127,309"
Seasonal Influenza,States,Colorado,2013-14,Adult Students/Trainees and Volunteers,95,,"16,980"
Seasonal Influenza,States,Connecticut,2013-14,Adult Students/Trainees and Volunteers,87.6,,"14,704"
Seasonal Influenza,States,Delaware,2013-14,Adult Students/Trainees and Volunteers,95.6,,"5,530"
Seasonal Influenza,States,District of Columbia,2013-14,Adult Students/Trainees and Volunteers,93.6,,"2,563"
Seasonal Influenza,States,Florida,2013-14,Adult Students/Trainees and Volunteers,67,,"73,718"
Seasonal Influenza,States,Georgia,2013-14,Adult Students/Trainees and Volunteers,89.4,,"25,585"
Seasonal Influenza,States,Hawaii,2013-14,Adult Students/Trainees and Volunteers,62.3,,"4,319"
Seasonal Influenza,States,Idaho,2013-14,Adult Students/Trainees and Volunteers,74.5,,"3,724"
Seasonal Influenza,States,Illinois,2013-14,Adult Students/Trainees and Volunteers,81.6,,"52,792"
Seasonal Influenza,States,Indiana,2013-14,Adult Students/Trainees and Volunteers,86.4,,"26,653"
Seasonal Influenza,States,Iowa,2013-14,Adult Students/Trainees and Volunteers,83,,"16,821"
Seasonal Influenza,States,Kansas,2013-14,Adult Students/Trainees and Volunteers,92.2,,"13,534"
Seasonal Influenza,States,Kentucky,2013-14,Adult Students/Trainees and Volunteers,68.3,,"16,087"
Seasonal Influenza,States,Louisiana,2013-14,Adult Students/Trainees and Volunteers,77.1,,"18,486"
Seasonal Influenza,States,Maine,2013-14,Adult Students/Trainees and Volunteers,86.8,,"3,969"
Seasonal Influenza,States,Maryland,2013-14,Adult Students/Trainees and Volunteers,95.2,,"18,923"
Seasonal Influenza,States,Massachusetts,2013-14,Adult Students/Trainees and Volunteers,87.3,,"28,808"
Seasonal Influenza,States,Michigan,2013-14,Adult Students/Trainees and Volunteers,78.6,,"39,780"
Seasonal Influenza,States,Minnesota,2013-14,Adult Students/Trainees and Volunteers,61.9,,"18,037"
Seasonal Influenza,States,Mississippi,2013-14,Adult Students/Trainees and Volunteers,75.2,,"8,334"
Seasonal Influenza,States,Missouri,2013-14,Adult Students/Trainees and Volunteers,85.3,,"27,807"
Seasonal Influenza,States,Montana,2013-14,Adult Students/Trainees and Volunteers,75,,"2,446"
Seasonal Influenza,States,Nebraska,2013-14,Adult Students/Trainees and Volunteers,94.3,,"12,820"
Seasonal Influenza,States,Nevada,2013-14,Adult Students/Trainees and Volunteers,80.6,,"5,881"
Seasonal Influenza,States,New Hampshire,2013-14,Adult Students/Trainees and Volunteers,93.4,,"4,706"
Seasonal Influenza,States,New Jersey,2013-14,Adult Students/Trainees and Volunteers,50.3,,"31,571"
Seasonal Influenza,States,New Mexico,2013-14,Adult Students/Trainees and Volunteers,74.1,,"8,163"
Seasonal Influenza,States,New York,2013-14,Adult Students/Trainees and Volunteers,84.2,,"87,214"
Seasonal Influenza,States,North Carolina,2013-14,Adult Students/Trainees and Volunteers,88.4,,"32,996"
Seasonal Influenza,States,North Dakota,2013-14,Adult Students/Trainees and Volunteers,90.7,,"2,849"
Seasonal Influenza,States,Ohio,2013-14,Adult Students/Trainees and Volunteers,72,,"50,234"
Seasonal Influenza,States,Oklahoma,2013-14,Adult Students/Trainees and Volunteers,81.5,,"12,876"
Seasonal Influenza,States,Oregon,2013-14,Adult Students/Trainees and Volunteers,63,,"15,588"
Seasonal Influenza,States,Pennsylvania,2013-14,Adult Students/Trainees and Volunteers,82.5,,"63,011"
Seasonal Influenza,National,United States,2013-14,Adult Students/Trainees and Volunteers,79.9,,"1,168,861"
Seasonal Influenza,States,Rhode Island,2013-14,Adult Students/Trainees and Volunteers,96.3,,"5,197"
Seasonal Influenza,States,South Carolina,2013-14,Adult Students/Trainees and Volunteers,80.2,,"16,359"
Seasonal Influenza,States,South Dakota,2013-14,Adult Students/Trainees and Volunteers,93.3,,"4,705"
Seasonal Influenza,States,Tennessee,2013-14,Adult Students/Trainees and Volunteers,79.1,,"26,575"
Seasonal Influenza,States,Texas,2013-14,Adult Students/Trainees and Volunteers,80.3,,"68,707"
Seasonal Influenza,States,Utah,2013-14,Adult Students/Trainees and Volunteers,92.9,,"7,789"
Seasonal Influenza,States,Vermont,2013-14,Adult Students/Trainees and Volunteers,62,,"2,543"
Seasonal Influenza,States,Virginia,2013-14,Adult Students/Trainees and Volunteers,86.4,,"29,756"
Seasonal Influenza,States,Washington,2013-14,Adult Students/Trainees and Volunteers,89.6,,"23,335"
Seasonal Influenza,States,West Virginia,2013-14,Adult Students/Trainees and Volunteers,71.8,,"8,452"
Seasonal Influenza,States,Wisconsin,2013-14,Adult Students/Trainees and Volunteers,86.6,,"30,351"
Seasonal Influenza,States,Wyoming,2013-14,Adult Students/Trainees and Volunteers,62.8,,"2,487"
Seasonal Influenza,States,Alabama,2014-15,Adult Students/Trainees and Volunteers,89.1,,"15,551"
Seasonal Influenza,States,Alaska,2014-15,Adult Students/Trainees and Volunteers,53.2,,"1,775"
Seasonal Influenza,States,Arizona,2014-15,Adult Students/Trainees and Volunteers,70.3,,"18,109"
Seasonal Influenza,States,Arkansas,2014-15,Adult Students/Trainees and Volunteers,73.8,,"14,498"
Seasonal Influenza,States,California,2014-15,Adult Students/Trainees and Volunteers,81.8,,"116,249"
Seasonal Influenza,States,Colorado,2014-15,Adult Students/Trainees and Volunteers,96.9,,"14,504"
Seasonal Influenza,States,Connecticut,2014-15,Adult Students/Trainees and Volunteers,90.5,,"14,786"
Seasonal Influenza,States,Delaware,2014-15,Adult Students/Trainees and Volunteers,90.3,,"5,456"
Seasonal Influenza,States,District of Columbia,2014-15,Adult Students/Trainees and Volunteers,94,,"2,861"
Seasonal Influenza,States,Florida,2014-15,Adult Students/Trainees and Volunteers,72.2,,"77,629"
Seasonal Influenza,States,Georgia,2014-15,Adult Students/Trainees and Volunteers,89.5,,"33,332"
Seasonal Influenza,States,Hawaii,2014-15,Adult Students/Trainees and Volunteers,73.6,,"4,836"
Seasonal Influenza,States,Idaho,2014-15,Adult Students/Trainees and Volunteers,87.5,,"3,503"
Seasonal Influenza,States,Illinois,2014-15,Adult Students/Trainees and Volunteers,81.1,,"50,981"
Seasonal Influenza,States,Indiana,2014-15,Adult Students/Trainees and Volunteers,88.8,,"28,479"
Seasonal Influenza,States,Iowa,2014-15,Adult Students/Trainees and Volunteers,87.1,,"18,754"
Seasonal Influenza,States,Kansas,2014-15,Adult Students/Trainees and Volunteers,96,,"12,726"
Seasonal Influenza,States,Kentucky,2014-15,Adult Students/Trainees and Volunteers,74.2,,"15,170"
Seasonal Influenza,States,Louisiana,2014-15,Adult Students/Trainees and Volunteers,66.2,,"22,633"
Seasonal Influenza,States,Maine,2014-15,Adult Students/Trainees and Volunteers,80.7,,"4,124"
Seasonal Influenza,States,Maryland,2014-15,Adult Students/Trainees and Volunteers,96.5,,"23,385"
Seasonal Influenza,States,Massachusetts,2014-15,Adult Students/Trainees and Volunteers,90.3,,"28,464"
Seasonal Influenza,States,Michigan,2014-15,Adult Students/Trainees and Volunteers,89.3,,"39,953"
Seasonal Influenza,States,Minnesota,2014-15,Adult Students/Trainees and Volunteers,69.2,,"21,433"
Seasonal Influenza,States,Mississippi,2014-15,Adult Students/Trainees and Volunteers,80.9,,"9,323"
Seasonal Influenza,States,Missouri,2014-15,Adult Students/Trainees and Volunteers,91.4,,"31,007"
Seasonal Influenza,States,Montana,2014-15,Adult Students/Trainees and Volunteers,81.5,,"2,908"
Seasonal Influenza,States,Nebraska,2014-15,Adult Students/Trainees and Volunteers,87.2,,"14,019"
Seasonal Influenza,States,Nevada,2014-15,Adult Students/Trainees and Volunteers,81,,"7,941"
Seasonal Influenza,States,New Hampshire,2014-15,Adult Students/Trainees and Volunteers,91.8,,"5,910"
Seasonal Influenza,States,New Jersey,2014-15,Adult Students/Trainees and Volunteers,59.9,,"28,238"
Seasonal Influenza,States,New Mexico,2014-15,Adult Students/Trainees and Volunteers,87.5,,"7,856"
Seasonal Influenza,States,New York,2014-15,Adult Students/Trainees and Volunteers,88.6,,"79,868"
Seasonal Influenza,States,North Carolina,2014-15,Adult Students/Trainees and Volunteers,87.3,,"31,921"
Seasonal Influenza,States,North Dakota,2014-15,Adult Students/Trainees and Volunteers,93.9,,"3,387"
Seasonal Influenza,States,Ohio,2014-15,Adult Students/Trainees and Volunteers,78.3,,"47,353"
Seasonal Influenza,States,Oklahoma,2014-15,Adult Students/Trainees and Volunteers,90.6,,"13,894"
Seasonal Influenza,States,Oregon,2014-15,Adult Students/Trainees and Volunteers,67.1,,"12,103"
Seasonal Influenza,States,Pennsylvania,2014-15,Adult Students/Trainees and Volunteers,88.1,,"62,818"
Seasonal Influenza,National,United States,2014-15,Adult Students/Trainees and Volunteers,83.8,,"1,174,635"
Seasonal Influenza,States,Rhode Island,2014-15,Adult Students/Trainees and Volunteers,97.2,,"4,942"
Seasonal Influenza,States,South Carolina,2014-15,Adult Students/Trainees and Volunteers,82.1,,"16,631"
Seasonal Influenza,States,South Dakota,2014-15,Adult Students/Trainees and Volunteers,96.7,,"3,345"
Seasonal Influenza,States,Tennessee,2014-15,Adult Students/Trainees and Volunteers,87.6,,"29,997"
Seasonal Influenza,States,Texas,2014-15,Adult Students/Trainees and Volunteers,86.1,,"62,918"
Seasonal Influenza,States,Utah,2014-15,Adult Students/Trainees and Volunteers,95.7,,"9,902"
Seasonal Influenza,States,Vermont,2014-15,Adult Students/Trainees and Volunteers,61.8,,"2,204"
Seasonal Influenza,States,Virginia,2014-15,Adult Students/Trainees and Volunteers,86.1,,"29,070"
Seasonal Influenza,States,Washington,2014-15,Adult Students/Trainees and Volunteers,87.9,,"24,157"
Seasonal Influenza,States,West Virginia,2014-15,Adult Students/Trainees and Volunteers,74.9,,"9,210"
Seasonal Influenza,States,Wisconsin,2014-15,Adult Students/Trainees and Volunteers,95,,"32,723"
Seasonal Influenza,States,Wyoming,2014-15,Adult Students/Trainees and Volunteers,74,,"1,799"
Seasonal Influenza,States,Alabama,2015-16,Adult Students/Trainees and Volunteers,89.1,,"14,136"
Seasonal Influenza,States,Alaska,2015-16,Adult Students/Trainees and Volunteers,46.8,,"1,977"
Seasonal Influenza,States,Arizona,2015-16,Adult Students/Trainees and Volunteers,82.1,,"16,210"
Seasonal Influenza,States,Arkansas,2015-16,Adult Students/Trainees and Volunteers,84.7,,"12,541"
Seasonal Influenza,States,California,2015-16,Adult Students/Trainees and Volunteers,82.7,,"114,533"
Seasonal Influenza,States,Colorado,2015-16,Adult Students/Trainees and Volunteers,98.4,,"16,711"
Seasonal Influenza,States,Connecticut,2015-16,Adult Students/Trainees and Volunteers,92.5,,"14,138"
Seasonal Influenza,States,Delaware,2015-16,Adult Students/Trainees and Volunteers,92.1,,"5,835"
Seasonal Influenza,States,District of Columbia,2015-16,Adult Students/Trainees and Volunteers,91.1,,"3,199"
Seasonal Influenza,States,Florida,2015-16,Adult Students/Trainees and Volunteers,84.9,,"76,470"
Seasonal Influenza,States,Georgia,2015-16,Adult Students/Trainees and Volunteers,90.8,,"26,713"
Seasonal Influenza,States,Hawaii,2015-16,Adult Students/Trainees and Volunteers,77.1,,"4,355"
Seasonal Influenza,States,Idaho,2015-16,Adult Students/Trainees and Volunteers,92.2,,"4,468"
Seasonal Influenza,States,Illinois,2015-16,Adult Students/Trainees and Volunteers,82.5,,"57,272"
Seasonal Influenza,States,Indiana,2015-16,Adult Students/Trainees and Volunteers,84.7,,"30,332"
Seasonal Influenza,States,Iowa,2015-16,Adult Students/Trainees and Volunteers,85.1,,"22,189"
Seasonal Influenza,States,Kansas,2015-16,Adult Students/Trainees and Volunteers,95.3,,"13,917"
Seasonal Influenza,States,Kentucky,2015-16,Adult Students/Trainees and Volunteers,89,,"14,083"
Seasonal Influenza,States,Louisiana,2015-16,Adult Students/Trainees and Volunteers,82.1,,"16,672"
Seasonal Influenza,States,Maine,2015-16,Adult Students/Trainees and Volunteers,80.8,,"4,202"
Seasonal Influenza,States,Maryland,2015-16,Adult Students/Trainees and Volunteers,96.8,,"17,132"
Seasonal Influenza,States,Massachusetts,2015-16,Adult Students/Trainees and Volunteers,92.5,,"29,787"
Seasonal Influenza,States,Michigan,2015-16,Adult Students/Trainees and Volunteers,87.4,,"35,037"
Seasonal Influenza,States,Minnesota,2015-16,Adult Students/Trainees and Volunteers,70.9,,"24,024"
Seasonal Influenza,States,Mississippi,2015-16,Adult Students/Trainees and Volunteers,82.9,,"10,783"
Seasonal Influenza,States,Missouri,2015-16,Adult Students/Trainees and Volunteers,90.6,,"33,627"
Seasonal Influenza,States,Montana,2015-16,Adult Students/Trainees and Volunteers,66.9,,"3,115"
Seasonal Influenza,States,Nebraska,2015-16,Adult Students/Trainees and Volunteers,93.3,,"12,270"
Seasonal Influenza,States,Nevada,2015-16,Adult Students/Trainees and Volunteers,85,,"6,337"
Seasonal Influenza,States,New Hampshire,2015-16,Adult Students/Trainees and Volunteers,92.6,,"6,090"
Seasonal Influenza,States,New Jersey,2015-16,Adult Students/Trainees and Volunteers,84.2,,"28,061"
Seasonal Influenza,States,New Mexico,2015-16,Adult Students/Trainees and Volunteers,86.5,,"5,830"
Seasonal Influenza,States,New York,2015-16,Adult Students/Trainees and Volunteers,80.9,,"91,066"
Seasonal Influenza,States,North Carolina,2015-16,Adult Students/Trainees and Volunteers,90.1,,"35,929"
Seasonal Influenza,States,North Dakota,2015-16,Adult Students/Trainees and Volunteers,88.7,,"4,949"
Seasonal Influenza,States,Ohio,2015-16,Adult Students/Trainees and Volunteers,78.8,,"56,926"
Seasonal Influenza,States,Oklahoma,2015-16,Adult Students/Trainees and Volunteers,90.5,,"13,597"
Seasonal Influenza,States,Oregon,2015-16,Adult Students/Trainees and Volunteers,64.9,,"13,683"
Seasonal Influenza,States,Pennsylvania,2015-16,Adult Students/Trainees and Volunteers,90.6,,"58,390"
Seasonal Influenza,National,United States,2015-16,Adult Students/Trainees and Volunteers,86.4,,"1,191,901"
Seasonal Influenza,States,Rhode Island,2015-16,Adult Students/Trainees and Volunteers,98.2,,"5,570"
Seasonal Influenza,States,South Carolina,2015-16,Adult Students/Trainees and Volunteers,85.7,,"17,098"
Seasonal Influenza,States,South Dakota,2015-16,Adult Students/Trainees and Volunteers,97.9,,"4,741"
Seasonal Influenza,States,Tennessee,2015-16,Adult Students/Trainees and Volunteers,94.8,,"37,530"
Seasonal Influenza,States,Texas,2015-16,Adult Students/Trainees and Volunteers,90.9,,"58,572"
Seasonal Influenza,States,Utah,2015-16,Adult Students/Trainees and Volunteers,92.1,,"11,164"
Seasonal Influenza,States,Vermont,2015-16,Adult Students/Trainees and Volunteers,67,,"2,578"
Seasonal Influenza,States,Virginia,2015-16,Adult Students/Trainees and Volunteers,87.8,,"24,285"
Seasonal Influenza,States,Washington,2015-16,Adult Students/Trainees and Volunteers,89.6,,"25,998"
Seasonal Influenza,States,West Virginia,2015-16,Adult Students/Trainees and Volunteers,88.3,,"8,956"
Seasonal Influenza,States,Wisconsin,2015-16,Adult Students/Trainees and Volunteers,93.4,,"36,719"
Seasonal Influenza,States,Wyoming,2015-16,Adult Students/Trainees and Volunteers,86,,"2,104"
Seasonal Influenza,States,Alabama,2016-17,Adult Students/Trainees and Volunteers,90.2,,"18,794"
Seasonal Influenza,States,Alaska,2016-17,Adult Students/Trainees and Volunteers,73.4,,"1,851"
Seasonal Influenza,States,Arizona,2016-17,Adult Students/Trainees and Volunteers,83.8,,"17,807"
Seasonal Influenza,States,Arkansas,2016-17,Adult Students/Trainees and Volunteers,81.8,,"14,964"
Seasonal Influenza,States,California,2016-17,Adult Students/Trainees and Volunteers,85,,"115,929"
Seasonal Influenza,States,Colorado,2016-17,Adult Students/Trainees and Volunteers,98,,"13,452"
Seasonal Influenza,States,Connecticut,2016-17,Adult Students/Trainees and Volunteers,89.3,,"12,523"
Seasonal Influenza,States,Delaware,2016-17,Adult Students/Trainees and Volunteers,87.5,,"4,414"
Seasonal Influenza,States,District of Columbia,2016-17,Adult Students/Trainees and Volunteers,99,,"2,589"
Seasonal Influenza,States,Florida,2016-17,Adult Students/Trainees and Volunteers,83.8,,"83,861"
Seasonal Influenza,States,Georgia,2016-17,Adult Students/Trainees and Volunteers,90.4,,"27,313"
Seasonal Influenza,States,Hawaii,2016-17,Adult Students/Trainees and Volunteers,91.5,,"3,131"
Seasonal Influenza,States,Idaho,2016-17,Adult Students/Trainees and Volunteers,95.4,,"6,614"
Seasonal Influenza,States,Illinois,2016-17,Adult Students/Trainees and Volunteers,83,,"60,244"
Seasonal Influenza,States,Indiana,2016-17,Adult Students/Trainees and Volunteers,88.3,,"30,635"
Seasonal Influenza,States,Iowa,2016-17,Adult Students/Trainees and Volunteers,92,,"18,076"
Seasonal Influenza,States,Kansas,2016-17,Adult Students/Trainees and Volunteers,94.3,,"13,726"
Seasonal Influenza,States,Kentucky,2016-17,Adult Students/Trainees and Volunteers,84.1,,"18,755"
Seasonal Influenza,States,Louisiana,2016-17,Adult Students/Trainees and Volunteers,90.6,,"15,942"
Seasonal Influenza,States,Maine,2016-17,Adult Students/Trainees and Volunteers,84,,"4,188"
Seasonal Influenza,States,Maryland,2016-17,Adult Students/Trainees and Volunteers,95.4,,"14,246"
Seasonal Influenza,States,Massachusetts,2016-17,Adult Students/Trainees and Volunteers,95.5,,"27,453"
Seasonal Influenza,States,Michigan,2016-17,Adult Students/Trainees and Volunteers,88.4,,"33,490"
Seasonal Influenza,States,Minnesota,2016-17,Adult Students/Trainees and Volunteers,75.5,,"21,988"
Seasonal Influenza,States,Mississippi,2016-17,Adult Students/Trainees and Volunteers,90,,"11,338"
Seasonal Influenza,States,Missouri,2016-17,Adult Students/Trainees and Volunteers,93.8,,"32,171"
Seasonal Influenza,States,Montana,2016-17,Adult Students/Trainees and Volunteers,91.4,,"2,620"
Seasonal Influenza,States,Nebraska,2016-17,Adult Students/Trainees and Volunteers,95.8,,"14,035"
Seasonal Influenza,States,Nevada,2016-17,Adult Students/Trainees and Volunteers,91.6,,"6,560"
Seasonal Influenza,States,New Hampshire,2016-17,Adult Students/Trainees and Volunteers,96.2,,"5,934"
Seasonal Influenza,States,New Jersey,2016-17,Adult Students/Trainees and Volunteers,85.2,,"29,195"
Seasonal Influenza,States,New Mexico,2016-17,Adult Students/Trainees and Volunteers,88.6,,"6,312"
Seasonal Influenza,States,New York,2016-17,Adult Students/Trainees and Volunteers,85.9,,"81,848"
Seasonal Influenza,States,North Carolina,2016-17,Adult Students/Trainees and Volunteers,88.2,,"36,164"
Seasonal Influenza,States,North Dakota,2016-17,Adult Students/Trainees and Volunteers,91,,"4,984"
Seasonal Influenza,States,Ohio,2016-17,Adult Students/Trainees and Volunteers,84,,"54,674"
